systematic_id	chromosome	primary_name	feature_type	category	merged_into	earliest_change	latest_change	latest_coords	comment_addition	reference_addition	comment_removal	reference_removal
SPNCRNA.7556	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1936588..1938581)		PMID:29914874		
SPNCRNA.7557	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1941850..1942119)		PMID:29914874		
SPNCRNA.7558	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1948809..1949291		PMID:29914874		
SPNCRNA.7559	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1950606..1951326		PMID:29914874		
SPNCRNA.756	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1712166..1712705)		PMID:21511999,PMID:29914874		
SPNCRNA.7560	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1952731..1952965)		PMID:29914874		
SPNCRNA.7561	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1953644..1954115)		PMID:29914874		
SPNCRNA.7562	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1954366..1954946)		PMID:29914874		
SPNCRNA.7563	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1956345..1956680)		PMID:29914874		
SPNCRNA.7564	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1960466..1962870)		PMID:29914874		
SPNCRNA.7565	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1963184..1964189		PMID:29914874		
SPNCRNA.7566	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1964294..1964806		PMID:29914874		
SPNCRNA.7567	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1965809..1966031		PMID:29914874		
SPNCRNA.7568	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1967047..1967247		PMID:29914874		
SPNCRNA.7569	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1968619..1969005)		PMID:29914874		
SPNCRNA.757	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1725052..1725780)		PMID:21511999,PMID:29914874		
SPNCRNA.7570	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1969330..1970473)		PMID:29914874		
SPNCRNA.7571	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1974060..1975365)		PMID:29914874		
SPNCRNA.7572	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1980532..1980760		PMID:29914874		
SPNCRNA.7573	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1983838..1984085)		PMID:29914874		
SPNCRNA.7574	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1984480..1984739)		PMID:29914874		
SPNCRNA.7575	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1985254..1986212		PMID:29914874		
SPNCRNA.7576	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1986867..1987460		PMID:29914874		
SPNCRNA.7577	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1987764..1990267		PMID:29914874		
SPNCRNA.7578	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1990544..1991405		PMID:29914874		
SPNCRNA.7579	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(1992566..1993488)		PMID:29914874		
SPNCRNA.758	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1731718..1733316)		PMID:21511999,PMID:29914874		
SPNCRNA.7580	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1996675..1997134		PMID:29914874		
SPNCRNA.7581	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1998829..1999631		PMID:29914874		
SPNCRNA.7582	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	1999740..2000262		PMID:29914874		
SPNCRNA.7583	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2004124..2004554)		PMID:29914874		
SPNCRNA.7584	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2004739..2005147)		PMID:29914874		
SPNCRNA.7585	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2005284..2006185)		PMID:29914874		
SPNCRNA.7586	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2011096..2012372)		PMID:29914874		
SPNCRNA.7587	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2016082..2016332		PMID:29914874		
SPNCRNA.7588	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2017583..2017791)		PMID:29914874		
SPNCRNA.7589	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2018104..2018318)		PMID:29914874		
SPNCRNA.759	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	1754924..1755748		PMID:21511999,PMID:29914874		
SPNCRNA.7590	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2019011..2019278)		PMID:29914874		
SPNCRNA.7591	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2021475..2021859)		PMID:29914874		
SPNCRNA.7592	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2023023..2023417		PMID:29914874		
SPNCRNA.7593	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2023555..2023966		PMID:29914874		
SPNCRNA.7594	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2023924..2024196)		PMID:29914874		
SPNCRNA.7595	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2026240..2026523)		PMID:29914874		
SPNCRNA.7596	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2029530..2029892)		PMID:29914874		
SPNCRNA.7597	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2031320..2032547)		PMID:29914874		
SPNCRNA.7598	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2034775..2035344		PMID:29914874		
SPNCRNA.7599	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2035459..2036525)		PMID:29914874		
SPNCRNA.76	I		misc_RNA,ncRNA	added_changed_and_merged	SPNUMT.9	2004-09-15	2022-08-26	79543..79628			overlapped with correctly annotated NUMT (SPNUMT.9)	PomBase curators
SPNCRNA.760	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1772501..1774232)		PMID:21511999,PMID:29914874		
SPNCRNA.7600	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2037702..2038539		PMID:29914874		
SPNCRNA.7601	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2038667..2039953		PMID:29914874		
SPNCRNA.7602	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2040099..2040682)		PMID:29914874		
SPNCRNA.7603	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2040216..2040466		PMID:29914874		
SPNCRNA.7604	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2041171..2041733)		PMID:29914874		
SPNCRNA.7605	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2045401..2046017)		PMID:29914874		
SPNCRNA.7606	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2049396..2052684		PMID:29914874		
SPNCRNA.7607	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2054937..2055181)		PMID:29914874		
SPNCRNA.7608	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2056515..2057527)		PMID:29914874		
SPNCRNA.7609	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2058008..2058269)		PMID:29914874		
SPNCRNA.761	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1774296..1776403)		PMID:21511999,PMID:29914874		
SPNCRNA.7610	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2061148..2061452)		PMID:29914874		
SPNCRNA.7611	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2062153..2062947)		PMID:29914874		
SPNCRNA.7612	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2063457..2063953)		PMID:29914874		
SPNCRNA.7613	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2064327..2065024)		PMID:29914874		
SPNCRNA.7614	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2067017..2067435		PMID:29914874		
SPNCRNA.7615	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2067595..2068195)		PMID:29914874		
SPNCRNA.7616	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2068452..2069365)		PMID:29914874		
SPNCRNA.7617	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2068493..2068900		PMID:29914874		
SPNCRNA.7618	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2069468..2071976)		PMID:29914874		
SPNCRNA.7619	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2072386..2074365)		PMID:29914874		
SPNCRNA.762	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	1792464..1795648		PMID:21511999,PMID:29914874		
SPNCRNA.7620	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2074468..2074919)		PMID:29914874		
SPNCRNA.7621	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2075611..2076600)		PMID:29914874		
SPNCRNA.7622	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2082385..2083322)		PMID:29914874		
SPNCRNA.7623	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2088635..2089052)		PMID:29914874		
SPNCRNA.7624	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2089219..2089480)		PMID:29914874		
SPNCRNA.7625	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2089703..2089957)		PMID:29914874		
SPNCRNA.7626	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2090066..2090287)		PMID:29914874		
SPNCRNA.7627	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2090779..2091022)		PMID:29914874		
SPNCRNA.7628	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2091516..2091950)		PMID:29914874		
SPNCRNA.7629	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2094091..2094339)		PMID:29914874		
SPNCRNA.763	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	1813439..1815920		PMID:21511999,PMID:29914874		
SPNCRNA.7630	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2094551..2094919)		PMID:29914874		
SPNCRNA.7631	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2097559..2098657		PMID:29914874		
SPNCRNA.7632	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2103157..2103767)		PMID:29914874		
SPNCRNA.7633	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2104690..2105103		PMID:29914874		
SPNCRNA.7634	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2105919..2106474		PMID:29914874		
SPNCRNA.7635	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2106568..2107222)		PMID:29914874		
SPNCRNA.7636	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2106665..2106874		PMID:29914874		
SPNCRNA.7637	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2108712..2108939		PMID:29914874		
SPNCRNA.7638	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2109625..2110333		PMID:29914874		
SPNCRNA.7639	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2116693..2116976		PMID:29914874		
SPNCRNA.764	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1838822..1840290)		PMID:21511999,PMID:29914874		
SPNCRNA.7640	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2120159..2120437		PMID:29914874		
SPNCRNA.7641	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2120635..2121015)		PMID:29914874		
SPNCRNA.7642	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2125041..2125606		PMID:29914874		
SPNCRNA.7643	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2125953..2126171)		PMID:29914874		
SPNCRNA.7644	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2130397..2131564		PMID:29914874		
SPNCRNA.7645	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2131274..2131594)		PMID:29914874		
SPNCRNA.7646	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2132375..2135004)		PMID:29914874		
SPNCRNA.7647	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2135240..2135440)		PMID:29914874		
SPNCRNA.7648	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2137300..2137677)		PMID:29914874		
SPNCRNA.7649	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2137888..2138966)		PMID:29914874		
SPNCRNA.765	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1865791..1866964)		PMID:21511999,PMID:29914874		
SPNCRNA.7650	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2141693..2142144)		PMID:29914874		
SPNCRNA.7651	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2146165..2147731)		PMID:29914874		
SPNCRNA.7652	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2151029..2151616)		PMID:29914874		
SPNCRNA.7653	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2159412..2160190)		PMID:29914874		
SPNCRNA.7654	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2160654..2160862)		PMID:29914874		
SPNCRNA.7655	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2162394..2163005		PMID:29914874		
SPNCRNA.7656	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2169093..2169429		PMID:29914874		
SPNCRNA.7657	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2170202..2170452)		PMID:29914874		
SPNCRNA.7658	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2181192..2182501)		PMID:29914874		
SPNCRNA.7659	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2182722..2183421)		PMID:29914874		
SPNCRNA.766	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	1874206..1875627		PMID:21511999,PMID:29914874		
SPNCRNA.7660	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2183823..2184619)		PMID:29914874		
SPNCRNA.7661	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2192172..2192746)		PMID:29914874		
SPNCRNA.7662	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2194544..2195248		PMID:29914874		
SPNCRNA.7663	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2195781..2196190		PMID:29914874		
SPNCRNA.7664	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2197761..2200172		PMID:29914874		
SPNCRNA.7665	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2200178..2200495)		PMID:29914874		
SPNCRNA.7666	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2201585..2201990)		PMID:29914874		
SPNCRNA.7667	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2202999..2203612		PMID:29914874		
SPNCRNA.7668	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2203766..2204012		PMID:29914874		
SPNCRNA.7669	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2205656..2206156)		PMID:29914874		
SPNCRNA.767	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1874245..1875080)		PMID:21511999,PMID:29914874		
SPNCRNA.7670	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2206844..2207155)		PMID:29914874		
SPNCRNA.7671	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2208388..2209914		PMID:29914874		
SPNCRNA.7672	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2210075..2210436		PMID:29914874		
SPNCRNA.7673	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2218876..2220006		PMID:29914874		
SPNCRNA.7674	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2223139..2223907)		PMID:29914874		
SPNCRNA.7675	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2226612..2226977		PMID:29914874		
SPNCRNA.7676	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2227116..2227491		PMID:29914874		
SPNCRNA.7677	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2227612..2228044		PMID:29914874		
SPNCRNA.7678	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2229526..2229793		PMID:29914874		
SPNCRNA.7679	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2235685..2235952		PMID:29914874		
SPNCRNA.768	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1875085..1875651)		PMID:21511999,PMID:29914874		
SPNCRNA.7680	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2237510..2239475		PMID:29914874		
SPNCRNA.7681	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2248493..2248694)		PMID:29914874		
SPNCRNA.7682	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2249477..2250587		PMID:29914874		
SPNCRNA.7683	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2254939..2255298		PMID:29914874		
SPNCRNA.7684	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2256778..2257138)		PMID:29914874		
SPNCRNA.7685	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2256785..2257133		PMID:29914874		
SPNCRNA.7686	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2257409..2258247)		PMID:29914874		
SPNCRNA.7687	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2259155..2259792)		PMID:29914874		
SPNCRNA.7688	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2260184..2260966)		PMID:29914874		
SPNCRNA.7689	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2262044..2262559)		PMID:29914874		
SPNCRNA.769	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1886752..1888797)		PMID:21511999,PMID:29914874		
SPNCRNA.7690	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2262939..2263263)		PMID:29914874		
SPNCRNA.7691	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2263912..2264692)		PMID:29914874		
SPNCRNA.7692	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2267468..2269045		PMID:29914874		
SPNCRNA.7693	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2269218..2269516		PMID:29914874		
SPNCRNA.7694	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2269975..2270356		PMID:29914874		
SPNCRNA.7695	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2270673..2272247		PMID:29914874		
SPNCRNA.7696	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2272600..2273231		PMID:29914874		
SPNCRNA.7697	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2273365..2273994		PMID:29914874		
SPNCRNA.7698	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2274942..2275206		PMID:29914874		
SPNCRNA.7699	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2276821..2277672)		PMID:29914874		
SPNCRNA.77	I		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.817	2004-09-15	2022-08-26	2362396..2362641				PomBase curators
SPNCRNA.770	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1897289..1898926)		PMID:21511999,PMID:29914874		
SPNCRNA.7700	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2279198..2280213)		PMID:29914874		
SPNCRNA.7701	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2284553..2285135)		PMID:29914874		
SPNCRNA.7702	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2291226..2291554		PMID:29914874		
SPNCRNA.7703	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2294595..2296213		PMID:29914874		
SPNCRNA.7704	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2296261..2296772		PMID:29914874		
SPNCRNA.7705	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2298617..2298907		PMID:29914874		
SPNCRNA.7706	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2298967..2300059		PMID:29914874		
SPNCRNA.7707	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2300576..2301425)		PMID:29914874		
SPNCRNA.7708	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2319178..2319408		PMID:29914874		
SPNCRNA.7709	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2322810..2323578		PMID:29914874		
SPNCRNA.771	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1899821..1901995)		PMID:21511999,PMID:29914874		
SPNCRNA.7710	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2323849..2324647		PMID:29914874		
SPNCRNA.7711	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2327249..2327678		PMID:29914874		
SPNCRNA.7712	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2327962..2328882		PMID:29914874		
SPNCRNA.7713	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2329734..2330687		PMID:29914874		
SPNCRNA.7714	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2335118..2335731)		PMID:29914874		
SPNCRNA.7715	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2336146..2336384)		PMID:29914874		
SPNCRNA.7716	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2336781..2337364)		PMID:29914874		
SPNCRNA.7717	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2340210..2340488)		PMID:29914874		
SPNCRNA.7718	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(2340671..2340969)		PMID:29914874		
SPNCRNA.7719	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2342523..2342897		PMID:29914874		
SPNCRNA.772	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2011-03-24	2023-01-16	complement(1902262..1904259)		PMID:18488015,PMID:21511999,PMID:29914874		
SPNCRNA.7720	III		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	2343046..2343245		PMID:29914874		
